index,Player,state,team,salary,Personal Average Value
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
,Kobe Bryant,,,,21.9
,Kobe Bryant,,,,17.6
,Kobe Bryant,,,,14.9
,Kobe Bryant,,,,10.7
,Kobe Bryant,,,,23.9
,Kobe Bryant,,,,23
